web_scraper_order,web_scraper_start_url,price,description,sku,name,data,data2,brand,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,image
"1778256957-233","https://www.infinit.com.uy/catalogo/pc/infinit/","2.234","Garantía: 3 AÑOS / NUEVO","NG40","PC Gamer AMD Ryzen 5 8600G Ram 64Gb Ddr5 Rgb Ssd Nvme 2Tb Video Radeon 760m Dp Hdmi Wifi Win11 64bit Español Juegos","","","AMD","","2.239","USD","Cód.","","",",00","Comprar","Destacado","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_34063.jpg"
"1778256957-234","https://www.infinit.com.uy/catalogo/pc/infinit/","2.264","Garantía: 3 AÑOS EQUIPO Y 1 AÑO BATERIA / NUEVO","21SS000RCL","Notebook LENOVO Thinkpad E16 Intel Core Ultra 7 255h (16 Nucleos) - 16Gb - 512Gb - Pantalla 16 Wuxga - W11 Pro","-1%","NEGRO","LENOVO","1","2.282","USD","Cód.","16""","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_40865.jpg"
"1778256957-235","https://www.infinit.com.uy/catalogo/pc/infinit/","2.317","Garantía: 3 AÑOS EQUIPO Y 1 AÑO BATERIA / NUEVO","21QD001RCL","Notebook LENOVO Thinkpad T14 G4 Intel Core Ultra 7 255u (12 Núcleos) - 16Gb - 1Tb - Pantalla 14 Wuxga - Win11 Pro","","NEGRO","LENOVO","","0","USD","Cód.","14""","",",00","Comprar","","","Antes","USD","Precio","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_40861.jpg"
"1778256957-236","https://www.infinit.com.uy/catalogo/pc/infinit/","2.367","Garantía: 3 AÑOS / NUEVO","EQUAMD3","PC Gamer AMD Ryzen 5 7600x (6 Núcleos) - Video RTX 5060 8Gb - RAM 32Gb - 1Tb - Win11 Pro Español","-1%","","AMD","1","2.391","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_22747.jpg"
"1778256957-237","https://www.infinit.com.uy/catalogo/pc/infinit/","2.388","Garantía: 3 AÑOS / NUEVO","INTNG20","PC Gamer Intel Core i7 12700f Ram 32Gb Ddr5 4800Mhz Ssd Nvme 1Tb Rtx 4060 8Gb Gddr6 Wifi W11 Español","","NEGRO","INTEL","","2.384","USD","Cód.","","",",00","Comprar","Destacado","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","Color",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_21145.jpg"
"1778256957-238","https://www.infinit.com.uy/catalogo/pc/infinit/","2.388","Garantía: 3 AÑOS / NUEVO","INTNG37","PC Gamer INTEL Core i7 14700F - Video Rtx 5060 8Gb - RAM 32Gb - Ssd 1Tb - Wifi/Bluetooth - Windows 11 Pro Español","","","INTEL","","2.394","USD","Cód.","","",",00","Comprar","Destacado","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_34140.jpg"
"1778256957-239","https://www.infinit.com.uy/catalogo/pc/infinit/","2.393","Garantía: 2 AÑOS / NUEVO","G614PMRV010W","Notebook Gamer ASUS Rog AMD Ryzen 9 8940hx - Rtx 5060 8Gb - 16Gb - Ssd 1Tb - Pantalla 16"" Wuxga 165Hz - W11","-9%","GRIS OSCURO","ASUS","9","2.641","USD","Cód.","16""","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_40048.jpg"
"1778256957-240","https://www.infinit.com.uy/catalogo/pc/infinit/","2.397","Garantía: 3 AÑOS / NUEVO","INTEL28","PC Gamer Intel Core i9 12900f Ram 32Gb 3600Mhz Rgb Nvme 1Tb Nvidia GeForce Rtx 3060 12Gb Gddr6 Dp Hdmi Win11","-2%","","INTEL","2","2.456","USD","Cód.","","",",00","Comprar","Destacado","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_14344.jpg"
"1778256957-241","https://www.infinit.com.uy/catalogo/pc/infinit/","2.430","Garantía: 3 AÑOS / NUEVO","NG432","PC Gamer AMD Ryzen 7 7700 B650m Am5 Ram 32Gb Ddr5 Nvme 2Tb Rtx 3070 8Gb Gddr6 Hdmi Dp Wifi Win10 64bit Español","","NEGRO","AMD","","1.943","USD","Cód.","","",",00","Comprar","Destacado","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","Color",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_14210.jpg"
"1778256957-242","https://www.infinit.com.uy/catalogo/pc/infinit/","2.437","Garantía: 3 AÑOS / NUEVO","EQUINT4","PC Gamer INTEL Core i7 12700F (12 Núcleos) - Rtx 5060Ti 16Gb - RAM 32Gb - 1Tb - Windows 11 Pro","-1%","","INTEL","1","2.457","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_14479.jpg"
"1778256957-243","https://www.infinit.com.uy/catalogo/pc/infinit/","2.472","Garantía: 1 AÑO / NUEVO","KIT21MS00B3LM","Notebook LENOVO Thinkpad 16 G7 Intel Core Ultra 7 IML 155H (16 Core) - 32Gb - 1Tb - Pantalla 15.6 Wuxga - W11p","-3%","GRIS","LENOVO","3","2.552","USD","Cód.","15,6""","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_39443.jpg"
"1778256957-244","https://www.infinit.com.uy/catalogo/pc/infinit/","2.501","Garantía: 3 AÑOS / NUEVO","INTNG21","PC Gamer INTEL Core i7 12700F (12 Núcleos) - Rtx 3060 12Gb - RAM 64Gb - 2Tb - Windows 11 Pro","-1%","","INTEL","1","2.526","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_28010.jpg"
"1778256957-245","https://www.infinit.com.uy/catalogo/pc/infinit/","2.588","Garantía: 3 AÑOS / NUEVO","INTNG42","PC Gamer INTEL Core i9 14900f 16Gb 5600mhz Ddr5 Ssd Nvme 1Tb Video Nvidia Rtx 3060 12Gb Gddr6 Wifi Bt W11 3 Años Gtia","","NEGRO","INTEL","","2.425","USD","Cód.","","",",00","Comprar","Destacado","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","Color",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_17438.jpg"
"1778256957-246","https://www.infinit.com.uy/catalogo/pc/infinit/","2.598","Garantía: 3 AÑOS / NUEVO","INTNG44","PC Gamer INTEL Core i7 14700F - Video Rtx 5060 8Gb - RAM 32Gb - 1Tb - Windows 11 Pro - 3 Años Garantía","","","INTEL","","2.605","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos1_26331.jpg"
"1778256957-247","https://www.infinit.com.uy/catalogo/pc/infinit/","2.606","Garantía: 3 AÑOS / NUEVO","PCG-AMD42","PC Gamer AMD Ryzen 7 7700x B650m Am5 Ram 32Gb Ddr5 Nvme 2Tb Rtx 3070 8Gb Gddr6 Hdmi Dp Wifi Win10 64bit Español","-4%","","AMD","4","2.724","USD","Cód.","","",",00","Comprar","Destacado","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_22797.jpg"
"1778256957-248","https://www.infinit.com.uy/catalogo/pc/infinit/","2.628","Garantía: 3 AÑOS / NUEVO","INTNG24","PC Gamer Intel Core i5 12400f B660m Ram 64Gb Ddr4 Nvme 2Tb Rtx 3060 12Gb Gddr6 Dp Hdmi Wifi Win11 64bit Español","","","INTEL","","2.517","USD","Cód.","","",",00","Comprar","Destacado","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_21889.jpg"
"1778256957-249","https://www.infinit.com.uy/catalogo/pc/infinit/","2.659","Garantía: 3 AÑOS / NUEVO","AMD35","Pc Gamer Amd Ryzen 9 7900x Am5 Zen 4 12 Core 5.6Ghz Ram 16Gb Ddr5 4800Mhz Nvme 1Tb Video Rtx 3060 12G Gddr6 Win 11 64bit","-8%","","AMD","8","2.902","USD","Cód.","","",",00","Comprar","Destacado","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_22518.jpg"
"1778256957-250","https://www.infinit.com.uy/catalogo/pc/infinit/","2.696","Garantía: 3 AÑOS / NUEVO","NG021","PC Gamer AMD Ryzen 5 5600XT Video Rtx 3060 12Gb RAM 64Gb Ddr4 Ssd Nvme 2Tb Wifi Bluetooth Windows 11 64bit","","","AMD","","2.513","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/productos/imgs/ryzen-5-5600-22269-3.jpg"
"1778256957-251","https://www.infinit.com.uy/catalogo/pc/infinit/","2.736","Garantía: 3 AÑOS / NUEVO","NG071","Pc Gamer AMD Ryzen 9 5900XT Video Rtx 5060 8Gb RAM 64Gb Ddr4 3200Mhz Ssd Nvme 1Tb Wifi Bt Windowss 11 64bit","-1%","","AMD","1","2.771","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_23799.jpg"
"1778256957-252","https://www.infinit.com.uy/catalogo/pc/infinit/","2.755","Garantía: 3 AÑOS / NUEVO","NG050","PC Gamer AMD Ryzen 7 5700x Video Rtx 4060 8Gb RAM 64Gb Ddr4 Ssd Nvme 2Tb Wifi Bluetooth Windows 11 64bit","-3%","","AMD","3","2.826","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_36466.jpg"
"1778256957-253","https://www.infinit.com.uy/catalogo/pc/infinit/","2.757","Garantía: 2 AÑOS / NUEVO","KITG614PMRV010W","Notebook Gamer ASUS Rog AMD Ryzen 9 8940hx - Rtx 5060 8Gb - 32Gb - Ssd 1Tb - Pantalla 16"" Wuxga 165Hz - W11","-8%","GRIS OSCURO","ASUS","8","3.004","USD","Cód.","16""","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_40053.jpg"
"1778256957-254","https://www.infinit.com.uy/catalogo/pc/infinit/","2.773","Garantía: 1 AÑO / NUEVO","NAZENPZ961W","Notebook ASUS Zenbook Duo UX8406 Intel Ultra 9 285H 16 Core - 32Gb - Ssd 1Tb - Pantalla 14"" 3K Tactil Oled 120Hz - W11","-6%","NEGRO","ASUS","6","2.956","USD","Cód.","14""","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_39268.jpg"
"1778256957-255","https://www.infinit.com.uy/catalogo/pc/infinit/","2.776","Garantía: 1 AÑO / NUEVO","NOT3155","Notebook ASUS ZENBOOK Duo Intel Core Ultra 9 285H (16 Nucleos) - 32Gb - 1Tb - Pantalla 14 3k Oled Touch 120Hz - Win11","-6%","NEGRO","ASUS","6","2.956","USD","Cód.","14""","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_40620.jpg"
"1778256957-256","https://www.infinit.com.uy/catalogo/pc/infinit/","2.820","Garantía: 3 AÑOS / NUEVO","INTNG11","PC Gamer Intel Core i7 12700f Ram 32Gb Ddr5 4800Mhz Rgb Nvme 2Tb Rtx 4060Ti 16Gb Gddr6 W11 64bit Español","","","INTEL","","2.641","USD","Cód.","","",",00","Comprar","Destacado","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_21893.jpg"
"1778256957-257","https://www.infinit.com.uy/catalogo/pc/infinit/","2.843","Garantía: 3 AÑOS / NUEVO","EQUINT3","PC Gamer INTEL Core i7 14700F (12 Núcleos) - Rtx 5070 12Gb - RAM 32Gb - 1Tb - Windows 11 Pro","-3%","","INTEL","3","2.927","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","%","https://www.infinit.com.uy/productos/imgs/14700f_core_i7-33454-3.jpg"
"1778256957-258","https://www.infinit.com.uy/catalogo/pc/infinit/","2.849","Garantía: 3 AÑOS / NUEVO","NG038","PC Gamer AMD Ryzen 7 5700X B550 Video Rtx 3060 12Gb RAM 64Gb Ddr4 Ssd Nvme 2Tb Wifi Bluetooth Windows 11 64bit","","","AMD","","2.756","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_27821.jpg"
"1778256957-259","https://www.infinit.com.uy/catalogo/pc/infinit/","2.870","Garantía: 3 AÑOS / NUEVO","NG070","Pc Gamer AMD Ryzen 9 7950X Am5 Video Rtx 4060 8Gb RAM 32Gb Ddr5 5600Mhz Ssd Nvme 1Tb Wifi Bt Windowss 11 64bit","-1%","","AMD","1","2.905","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_22516.jpg"
"1778256957-260","https://www.infinit.com.uy/catalogo/pc/infinit/","2.944","Garantía: 3 AÑOS / NUEVO","INTNG40","PC Gamer INTEL Core i9 14900f 32Gb 5600mhz Ddr5 Ssd Nvme 1Tb Video Nvidia Rtx 4060 8Gb Gddr6 Wifi Bt W11 3 Años Garantia","-1%","","INTEL","1","2.976","USD","Cód.","","",",00","Comprar","Destacado","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_17449.jpg"
"1778256957-261","https://www.infinit.com.uy/catalogo/pc/infinit/","3.001","Garantía: 2 AÑOS / NUEVO","G614FPRV010W","Notebook Gamer ASUS Rog AMD Ryzen 9 9955hx - Rtx 5070 8Gb - 16Gb - Ssd 1Tb - Pantalla 16"" Wuxga 165Hz - W11","-9%","GRIS OSCURO","ASUS","9","3.301","USD","Cód.","16""","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_40058.jpg"
"1778256957-262","https://www.infinit.com.uy/catalogo/pc/infinit/","3.022","Garantía: 3 AÑOS / NUEVO","EQUINT1","PC Gamer INTEL Core Ultra 5 245KF (14 Núcleos) - Rtx 5060 8Gb - RAM 32Gb RGB - 1Tb - Windows 11 Pro","-1%","","INTEL","1","3.052","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_14486.jpg"
"1778256957-263","https://www.infinit.com.uy/catalogo/pc/infinit/","3.103","Garantía: 3 AÑOS / NUEVO","EQUAMD2","PC Gamer AMD Ryzen 7 7700 - Video RTX 5070 12Gb - RAM 32Gb - 1Tb - Win11 Pro Español","-1%","","AMD","1","3.134","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_39514.jpg"
"1778256957-264","https://www.infinit.com.uy/catalogo/pc/infinit/","3.218","Garantía: 3 AÑOS / NUEVO","INTNG38","PC Gamer INTEL Core i7 14700F - Video Rtx 5060 8Gb - RAM 64Gb - 2Tb - Windows 11 Pro - 3 Años Garantía","","","INTEL","","3.225","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_34768.jpg"
"1778256957-265","https://www.infinit.com.uy/catalogo/pc/infinit/","3.246","Garantía: 3 AÑOS / NUEVO","INTNG23","PC Gamer INTEL Core i7 14700F - Video Rx 9060xt 16Gb - RAM 64Gb - 2Tb - Windows 11 Pro - 3 Años Garantía","","","INTEL","","3.242","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_7767.jpg"
"1778256957-266","https://www.infinit.com.uy/catalogo/pc/infinit/","3.263","Garantía: 3 AÑOS / NUEVO","INTNG19","PC Gamer INTEL Core i9 14900kf Ram 32Gb Ddr5 Rgb Ssd Nvme 1Tb Rx 7600 16Gb Gddr6 Ref Liquida 240L Rgb Win11","","","INTEL","","2.949","USD","Cód.","","",",00","Comprar","Destacado","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_21894.jpg"
"1778256957-267","https://www.infinit.com.uy/catalogo/pc/infinit/","3.364","Garantía: 2 AÑOS / NUEVO","KITG614FPRV010W","Notebook Gamer ASUS Rog AMD Ryzen 9 9955hx - Rtx 5070 8Gb - 32Gb - Ssd 1Tb - Pantalla 16"" Wuxga 165Hz - W11","-8%","GRIS OSCURO","ASUS","8","3.664","USD","Cód.","16""","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_40063.jpg"
"1778256957-268","https://www.infinit.com.uy/catalogo/pc/infinit/","3.435","Garantía: 3 AÑOS / NUEVO","INTNG12","PC Gamer Intel Core i5 13400f Ram 32Gb Ddr4 3200Mhz Rgb Ssd Nvme 1Tb Rtx 4080 16Gb Gddr6 W11 64bit Español","","","INTEL","","3.389","USD","Cód.","","",",00","Comprar","Destacado","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_26486.jpg"
"1778256957-269","https://www.infinit.com.uy/catalogo/pc/infinit/","3.665","Garantía: 1 AÑO / NUEVO","KIT21MS00B3LM64G","Notebook LENOVO Thinkpad 16 G7 Intel Core Ultra 7 IML 155H (16 Core) - 64Gb - 2Tb - Pantalla 15.6 Wuxga - W11p","-3%","GRIS","LENOVO","3","3.783","USD","Cód.","15,6""","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_39448.jpg"
"1778256957-270","https://www.infinit.com.uy/catalogo/pc/infinit/","4.082","Garantía: 3 AÑOS / NUEVO","INTNG18","PC Gamer Intel Core i7 14700f 32Gb Ddr5 5200mhz Rgb Ssd Nvme 1Tb Video Nvidia Rtx 4080 Super 16Gb Gddr6x W11","","","INTEL","","3.622","USD","Cód.","","",",00","Comprar","Destacado","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos1_31328.jpg"
"1778256957-271","https://www.infinit.com.uy/catalogo/pc/infinit/","4.132","Garantía: 3 AÑOS / NUEVO","INTNG45","PC Gamer INTEL Core i7 14700f 64Gb 5600mhz Ddr5 Ssd Nvme 1Tb Video Nvidia Rtx 4070 12G Gddr6 Wifi Bt W11 3 Años Garantia","","","INTEL","","4.133","USD","Cód.","","",",00","Comprar","Destacado","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_26295.jpg"
"1778256957-272","https://www.infinit.com.uy/catalogo/pc/infinit/","4.217","Garantía: 3 AÑOS / NUEVO","INTNG25","PC Gamer Intel Core i9 14900f Ram 64Gb Ssd Nvme 2Tb Rtx 3060 12Gb Gddr6 Dp Hdmi Windows 11 64bit","","","INTEL","","4.141","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_14394.jpg"
"1778256957-273","https://www.infinit.com.uy/catalogo/pc/infinit/","4.337","Garantía: 3 AÑOS / NUEVO","EQUAMD5","PC Gamer AMD Ryzen 9 9900X3D - Video RTX 5060Ti 16Gb - RAM 64Gb - 2Tb - Win11 Pro Español","-8%","","AMD","8","4.714","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_21520.jpg"
"1778256957-274","https://www.infinit.com.uy/catalogo/pc/infinit/","4.353","Garantía: 3 AÑOS / NUEVO","PCG-AMD33","PC Gamer AMD Ryzen 7 7700 B650m Am5 Ram 64Gb Ddr5 Nvme 2Tb Rtx 4080 16Gb Gddr6 Hdmi Dp Wifi Win10 64bit Español","","NEGRO","AMD","","3.438","USD","Cód.","","",",00","Comprar","Destacado","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","Color",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_14520.jpg"
"1778256957-275","https://www.infinit.com.uy/catalogo/pc/infinit/","4.510","Garantía: 3 AÑOS / NUEVO","INTNG6","PC Gamer Intel Core i9 14900f Video Rtx 4080 Super 16Gb Ram 64Gb 5600Mhz Ddr5 Rgb Ssd Nvme 2Tb Gen4 Rgb Water Cool W11","","","INTEL","","4.517","USD","Cód.","","",",00","Comprar","Destacado","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_22332.jpg"
"1778256957-276","https://www.infinit.com.uy/catalogo/pc/infinit/","4.548","Garantía: 3 AÑOS / NUEVO","INTNG41","PC Gamer INTEL Core i9 14900f 64Gb 5600mhz Ddr5 Ssd Nvme 1Tb Video Nvidia Rtx 4070 12G Gddr6 Wifi Bt W11 3 Años Garantia","","","INTEL","","4.541","USD","Cód.","","",",00","Comprar","Destacado","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_22804.jpg"
"1778256957-277","https://www.infinit.com.uy/catalogo/pc/infinit/","4.731","Garantía: 3 AÑOS / NUEVO","INTNG9","PC Gamer Intel Core i7 14700f 64Gb 3200mhz Ssd Nvme 2Tb Video Nvidia Rtx 4080 16Gb Gddr6 W11","","","INTEL","","4.640","USD","Cód.","","",",00","Comprar","Destacado","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_14490.jpg"
"1778256957-278","https://www.infinit.com.uy/catalogo/pc/infinit/","5.058","Garantía: 3 AÑOS / NUEVO","EQUAMD1","PC Gamer AMD Ryzen 9 7950x - Video RTX 5080 16Gb - RAM 32Gb - 2Tb - Win11 Pro Español","","","AMD","","5.075","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/productos/imgs/am_7950x-28178-3.jpg"
"1778256957-279","https://www.infinit.com.uy/catalogo/pc/infinit/","5.648","Garantía: 2 AÑOS / NUEVO","NA835SA167W","Notebook Gamer ASUS Rog S Intel Core Ultra 9 275hx - Rtx 5080 16Gb - 32Gb - Ssd 2Tb - Pantalla 18"" 2K 240Hz - W11","-5%","NEGRO","ASUS","5","5.918","USD","Cód.","18""","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_39317.jpg"
"1778256957-280","https://www.infinit.com.uy/catalogo/pc/infinit/","6.031","Garantía: 3 AÑOS / NUEVO","NG38","PC Gamer AMD Ryzen 9 7950x x670e Ram 64Gb 5200Mhz Nvme 4Tb Rtx 4090 24Gb Gddr6 Dp Hdmi Win11","-3%","","AMD","3","6.194","USD","Cód.","","",",00","Comprar","Destacado","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos1_25144.jpg"
"1778256957-281","https://www.infinit.com.uy/catalogo/pc/infinit/","6.328","Garantía: 2 AÑOS / NUEVO","KITNA835SA167W","Notebook Gamer ASUS Rog S Intel Core Ultra 9 275hx - Rtx 5080 16Gb - 64Gb - Ssd 2Tb - Pantalla 18"" 2K 240Hz - W11","-2%","NEGRO","ASUS","2","6.463","USD","Cód.","18""","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_39338.jpg"
"1778256957-282","https://www.infinit.com.uy/catalogo/pc/infinit/","6.839","Garantía: 3 AÑOS / NUEVO","SUPINT3","PC Gamer INTEL Core I7 14700F 14va Gen. Rtx 4070Ti 16Gb Gddr6x RAM 128Gb Ddr5 5600Mhz Ssd Nvme 2Tb Wifi Windows 11 Pro","","","INTEL","","3.741","USD","Cód.","","",",00","Comprar","Destacado","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_15965.jpg"
"1778256957-283","https://www.infinit.com.uy/catalogo/pc/infinit/","7.889","Garantía: 3 AÑOS / NUEVO","SUPINT1","PC Gamer INTEL Core I9 14900F 14va - Rtx 5080 16Gb - RAM 128Gb - Nvme 2Tb (2x1Tb) WiFi - Windows 11 Pro","-2%","","INTEL","2","8.058","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","%","https://www.infinit.com.uy/productos/imgs/core_i9_14900f-39030-3.jpg"
"1778256957-284","https://www.infinit.com.uy/catalogo/pc/infinit/","8.017","3 Años de Garantía en la mayoría de las partes / Equipo Nuevo","SUPINT2","PC Gamer INTEL Core I9 14900F 14va Gen. Rtx 4090 24Gb Gamerock RAM 128Gb Ddr5 5600Mhz Ssd Nvme 4Tb Wifi Windows 11 Pro","","","INTEL","","8.039","USD","Cód.","","",",00","Comprar","Destacado","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos1_14299.jpg"
"1778256957-285","https://www.infinit.com.uy/catalogo/pc/infinit/","10.396","Garantía: 3 AÑOS / NUEVO","EQUAMD4","PC Gamer AMD Ryzen 9 9950X3D - Video RTX 5090 32Gb - RAM 64Gb - 2Tb - Win11 Pro Español","","","AMD","","6.892","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos1_23907.jpg"
"1778256957-286","https://www.infinit.com.uy/catalogo/pc/infinit/","10.427","Garantía: 3 AÑOS / NUEVO","EQUINT2","PC Gamer INTEL Core i9 14900KF (24 Núcleos) - Rtx 5090 32Gb - RAM 64Gb RGB - 4Tb - Windows 11 Pro","-2%","","INTEL","2","10.595","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_23816.jpg"
