web_scraper_order,web_scraper_start_url,sku,position,description,name,data,data2,data3,brand,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,image
"1778257364-66","https://www.infinit.com.uy/catalogo/hardware/infinit/","BFXCS8S","78","Garantía: 3 AÑOS / NUEVO","Memoria RAM CORSAIR Vengeance 8Gb Ddr4 3200Mhz CL22 Sodimm","-78%","NEGRO","78","CORSAIR","Cód.",",00","","","Comprar","353","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_40040.jpg"
"1778257364-67","https://www.infinit.com.uy/catalogo/hardware/infinit/","4044951037544","80","Garantía: 1 AÑO / NUEVO","Gabinete Gamer Sharkoon Rgb Wave 4 Fanes 120mm 4 Puertos Vidrio Templado","-6%","NEGRO","6","SHARKOON","Cód.",",00","","","Comprar","85","USD","","Destacado","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_25989.jpg"
"1778257364-68","https://www.infinit.com.uy/catalogo/hardware/infinit/","21261","80","Garantía: 1 AÑO / NUEVO","Fuente De Poder AEROCOOL 800w 80 Plus Bronce KCAS-800W","","","","AEROCOOL","Cód.",",00","","","Comprar","0","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_40398.jpg"
"1778257364-69","https://www.infinit.com.uy/catalogo/hardware/infinit/","BFXSSR5","82","Garantía: 1 AÑO / NUEVO","Gabinete Gamer XYZ TESSERACT X 50 + 6 Fanes 120mm ARGB Usb y Audio Frontal Blanco","-1%","BLANCO","1","XYZ","Cód.",",00","","","Comprar","83","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_40499.jpg"
"1778257364-70","https://www.infinit.com.uy/catalogo/hardware/infinit/","BFXBE24","83","Garantía: 3 AÑOS / NUEVO","Ssd PATRIOT Burst Elite 240Gb 2.5 Sata3 6 Gbps","","NEGRO","","PATRIOT","Cód.",",00","2.5""","","Comprar","29","USD","","","En stock","En stock","Medida","Color","Cantidad",",00","Antes","USD","Ahora","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_15214.jpg"
"1778257364-71","https://www.infinit.com.uy/catalogo/hardware/infinit/","GB0214","83","Garantía: 3 AÑOS / NUEVO","Motherboard GIGABYTE A520M K V2 Hdmi Vga Socket Am4 Ddr4","-12%","","12","GIGABYTE","Cód.",",00","","","Comprar","94","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/productos/imgs/a520m-k-v2-27570-3.jpg"
"1778257364-72","https://www.infinit.com.uy/catalogo/hardware/infinit/","PRV-FAN114","83","Refrigeración suprema y silenciosa","Water Cooler Liquida BE QUIET! Pure Loop 3 240mm","","","","BE QUIET!","Cód.",",90","","","Comprar","0","USD","Nuevo","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_41234.jpg"
"1778257364-73","https://www.infinit.com.uy/catalogo/hardware/infinit/","BFXSSP29","84","Garantía: 1 AÑO / NUEVO","Motherboard ASUS PRIME A520Mm-k Am4 Amd Ryzen Ddr4 Hdmi Vga Usb 3.2","-16%","NEGRO","16","ASUS","Cód.",",00","","","Comprar","100","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_33526.jpg"
"1778257364-74","https://www.infinit.com.uy/catalogo/hardware/infinit/","16496","84","Garantía: 3 AÑOS / NUEVO","Memoria Ram Sodimm PATRIOT Signature 16Gb Ddr5 5600Mhz CL40","","","","PATRIOT","Cód.",",00","","Consultar","","0","USD","","","Agotado","Agotado","","","",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_38291.jpg"
"1778257364-75","https://www.infinit.com.uy/catalogo/hardware/infinit/","CP990AMD95","88","Garantía: 3 AÑOS DE GARANTIA / NUEVO","Procesador CPU AMD Ryzen 3 3200G Quad Core 3.6 Hasta 4.0Ghz Video Radeon Vega 7","","","","AMD","Cód.",",00","","Consultar","","86","USD","","","Agotado","Agotado","","","",",00","Antes","USD","Ahora","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_9264.jpg"
"1778257364-76","https://www.infinit.com.uy/catalogo/hardware/infinit/","NSX902M","88","Garantía: 1 AÑO / NUEVO","Gabinete Gamer NSX 902M + 4 Fanes Rgb 120mm + Fuente 650w 80P Bronce Lateral Vidrio Templado","-16%","","16","NSX","Cód.",",00","","","Comprar","105","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_38322.jpg"
"1778257364-77","https://www.infinit.com.uy/catalogo/hardware/infinit/","PRV-COO117","89","1 Año de Garantía","Cooler Deepcool AG620 Digital Argb Blanco Para Intel y AMD","","","","DEEPCOOL","Cód.",",10","","","Comprar","0","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_37708.jpg"
"1778257364-78","https://www.infinit.com.uy/catalogo/hardware/infinit/","GCA2MW","90","Garantía: 1 AÑO / NUEVO","Gabinete Cougar Archon 2 Mesh 3 Fanes Preinstalados Lateral De Vidrio Templado","","BLANCO","","COUGAR","Cód.",",00","","","Comprar","90","USD","","Destacado","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_24802.jpg"
"1778257364-79","https://www.infinit.com.uy/catalogo/hardware/infinit/","GCA2MB","90","Garantía: 1 AÑO / NUEVO","Gabinete COUGAR Archon 2 Mesh 3 Fanes Preinstalados Lateral De Vidrio Templado","","NEGRO","","COUGAR","Cód.",",00","","","Comprar","77","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_24807.jpg"
"1778257364-80","https://www.infinit.com.uy/catalogo/hardware/infinit/","WCCPE240W","90","Garantía: 1 AÑO / NUEVO","Water Cooler Liquida COUGAR 240 POSEIDON Elite Argb Socket Para Intel y AM5","-3%","BLANCO","3","COUGAR","Cód.",",00","","","Comprar","93","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_30574.jpg"
"1778257364-81","https://www.infinit.com.uy/catalogo/hardware/infinit/","WCCPE240B","90","Garantía: 1 AÑO / NUEVO","Water Cooler Liquida COUGAR 240 Poseidon Elite Argb Socket Para Intel y AM5","-31%","","31","COUGAR","Cód.",",00","","","Comprar","130","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_30577.jpg"
"1778257364-82","https://www.infinit.com.uy/catalogo/hardware/infinit/","420FW","91","Garantía: FUNCIONAL / NUEVO","Gabinete Gamer SHOT GAMING SUP-420W PRO RGB Con Lateral De Vidrio Templado Blanco","","BLANCO","","SHOT GAMING","Cód.",",00","","","Comprar","0","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_40133.jpg"
"1778257364-83","https://www.infinit.com.uy/catalogo/hardware/infinit/","BFXS525","92","Garantía: 3 AÑOS / NUEVO","Solido Ssd NETAC 240Gb SA500 2.5 Sata3 6.0Gbps Para Notebooks y Pcs","","","","NETAC","Cód.",",00","2,5""","","Comprar","25","USD","","","En stock","En stock","Medida","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_25151.jpg"
"1778257364-84","https://www.infinit.com.uy/catalogo/hardware/infinit/","VCHUBRGBX3","93","Garantía: 1 AÑO / NUEVO","Kit 3 Fanes COUGAR VORTEX Rgb Spb 120 Pwm Hdb Cooling Kit Comptible Aura Fusion Msi y Polychrome Sync","-4%","NEGRO","4","COUGAR","Cód.",",00","120MM","","Comprar","97","USD","","","En stock","En stock","Medida","Color","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_31495.jpg"
"1778257364-85","https://www.infinit.com.uy/catalogo/hardware/infinit/","15187","93","Garantía: 1 AÑO / NUEVO","Motherboard ARKTEK AK-B450 EG Am4 Amd Ryzen Ddr4 Hdmi D-Sub DP Usb 3.0","","","","ARKTEK","Cód.",",00","","","Comprar","84","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_35509.jpg"
"1778257364-86","https://www.infinit.com.uy/catalogo/hardware/infinit/","PRV-COO114","93","1 Año de Garantía","Cooler DEEPCOOL AK500 Digital Blanco Para INtel y AMD","","","","DEEPCOOL","Cód.",",60","","","Comprar","0","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_37705.jpg"
"1778257364-87","https://www.infinit.com.uy/catalogo/hardware/infinit/","MAH610MHVSM2","94","Garantía: 3 AÑOS / NUEVO","Motherboard ASROCK H610M-HVS M.2 Lga S1700 Ddr4 Para Intel 12va 13va Generacion","-4%","NEGRO","4","ASROCK","Cód.",",00","","","Comprar","98","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_29206.jpg"
"1778257364-88","https://www.infinit.com.uy/catalogo/hardware/infinit/","BFXSEF15","95","Garantía: 3 AÑOS / NUEVO","Fuente De Poder SEASONIC S12III 650w 80P Bronce SSR-650GB3","","","","SEASONIC","Cód.",",00","","","Comprar","95","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_36009.jpg"
"1778257364-89","https://www.infinit.com.uy/catalogo/hardware/infinit/","BFX36QB","96","Garantía: 1 AÑO / NUEVO","Water Cooler Liquida CPU XYZ AQUAPULSE 360 Argb Socket Para Intel y AMD","","NEGRO","","XYZ","Cód.",",00","","","Comprar","0","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_40542.jpg"
"1778257364-90","https://www.infinit.com.uy/catalogo/hardware/infinit/","9117D46063","97","Garantía: 1 AÑO / NUEVO","Motherboard MSI H610M-S PRO Lga Socket S1700 Para Intel 12va 13va y 14va Generación","-13%","NEGRO","13","MSI","Cód.",",00","","","Comprar","111","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_29639.jpg"
"1778257364-91","https://www.infinit.com.uy/catalogo/hardware/infinit/","PRV-COO108","98","1 Año de Garantía","Cooler DEEPCOOL AK620 Digital RGB Para Intel y AMD","","","","DEEPCOOL","Cód.",",20","","","Comprar","0","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_41031.jpg"
"1778257364-92","https://www.infinit.com.uy/catalogo/hardware/infinit/","PRV-FAN117","98","Iluminación dinámica. Refrigeración suprema","Water Cooler Liquida BE QUIET! Pure Loop 3 LX 240mm","","","","BE QUIET!","Cód.",",40","","","Comprar","0","USD","Nuevo","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_41256.jpg"
"1778257364-93","https://www.infinit.com.uy/catalogo/hardware/infinit/","12080027","100","Garantía: 1 AÑO / NUEVO","Water Cooler Liquida Cpu AeroCool Mirage L240 Argb Socket Para Intel y AM5","-5%","","5","AEROCOOL","Cód.",",00","","","Comprar","105","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_31681.jpg"
"1778257364-94","https://www.infinit.com.uy/catalogo/hardware/infinit/","DCF85ARGB","103","Garantía: 1 AÑO / NUEVO","Disipador Cpu Cougar Forza 85 Argb 120mm Para Intel y Amd","","NEGRO","","COUGAR","Cód.",",00","","","Comprar","93","USD","","Destacado","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_31528.jpg"
"1778257364-95","https://www.infinit.com.uy/catalogo/hardware/infinit/","DISEXT0192T","103","Garantía: 1 AÑO / RECERTIFICADO","Disco Duro 2Tb WESTERN DIGITAL P10 Game Externo Usb 3.2 Tamaño 2.5 Portable","","","","WD","Cód.",",00","2.5""","","Comprar","0","USD","","","En stock","En stock","Medida","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_40276.jpg"
"1778257364-96","https://www.infinit.com.uy/catalogo/hardware/infinit/","CP854ITL20","104","Garantía: 3 AÑOS / NUEVO","Procesador Cpu Intel Pentium Gold G5420 Dual Core 3.8Ghz S1151","","","","INTEL","Cód.",",00","","","Comprar","0","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_30558.jpg"
"1778257364-97","https://www.infinit.com.uy/catalogo/hardware/infinit/","BFXSAK5GR","105","Garantía: 1 AÑO / NUEVO","Gabinete Gamer SHARKOON AK5G RGB + 4 Fanes 120mm ARGB Hub 4 Port","","NEGRO","","SHARKOON","Cód.",",00","","","Comprar","0","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_39383.jpg"
"1778257364-98","https://www.infinit.com.uy/catalogo/hardware/infinit/","BFXNEM102","106","Garantía: 3 AÑOS / NUEVO","Memoria RAM NETAC 8Gb Ddr4 3200Mhz Sodimm","","NEGRO","","NETAC","Cód.",",00","","","Comprar","21","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_26818.jpg"
"1778257364-99","https://www.infinit.com.uy/catalogo/hardware/infinit/","4044951037551","106","Garantía: 1 AÑO / NUEVO","Gabinete Gamer SHARKOON HEX Rgb + 6 Fanes Rgb 120mm Lateral Vidrio Templado","-3%","NEGRO","3","SHARKOON","Cód.",",00","","","Comprar","109","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_31050.jpg"
"1778257364-100","https://www.infinit.com.uy/catalogo/hardware/infinit/","12080028","106","Garantía: 1 AÑO / NUEVO","Water Cooler Liquida Cpu AeroCool Mirage L240 Argb Socket Para Intel y AM5","","BLANCO","","AEROCOOL","Cód.",",00","","","Comprar","0","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_31677.jpg"
"1778257364-101","https://www.infinit.com.uy/catalogo/hardware/infinit/","MBHI610MHD5","106","Garantía: 1 AÑO / NUEVO","Motherboard BIOSTAR H610mh D5 S1700 Intel Ddr5 Hdmi D-Sub Usb 3.2","-9%","","9","BIOSTAR","Cód.",",00","","","Comprar","116","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_35378.jpg"
"1778257364-102","https://www.infinit.com.uy/catalogo/hardware/infinit/","DCPUCF135","107","Garantía: 1 AÑO / NUEVO","Disipador Cpu COUGAR FORZA 135 Ventiladores 140mm Para Intel y Amd","","NEGRO","","COUGAR","Cód.",",00","","","Comprar","103","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_31535.jpg"
"1778257364-103","https://www.infinit.com.uy/catalogo/hardware/infinit/","MOT165","109","Garantía: 1 AÑO / NUEVO","Motherboard ASUS Prime H610m-f D4 S1700 Intel Ddr4 D-Sub Usb 3.2","-12%","","12","ASUS","Cód.",",00","","","Comprar","124","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_39491.jpg"
"1778257364-104","https://www.infinit.com.uy/catalogo/hardware/infinit/","H610PRODDR5","111","Garantía: 1 AÑO / NUEVO","Motherboard MSI H610M-G Pro Ddr5 Lga Socket S1700 Para Intel 12va 13va y 14va","","NEGRO","","MSI","Cód.",",00","","","Comprar","0","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_40730.jpg"
"1778257364-105","https://www.infinit.com.uy/catalogo/hardware/infinit/","SADPD48G3200","113","Garantía: 1 AÑO / NUEVO","Memoria Ram Sodimm Adata 8Gb Ddr4 3200Mhz","","","","ADATA","Cód.",",00","","","Comprar","0","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_30752.jpg"
"1778257364-106","https://www.infinit.com.uy/catalogo/hardware/infinit/","MAA620M","113","Garantía: 3 AÑOS / NUEVO","Motherboard ASROCK A620M-Hdv/M.2 AM5 Amd Ryzen Ddr5 Hdmi Dp Usb 3.2","-4%","NEGRO","4","ASROCK","Cód.",",00","","","Comprar","118","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_34082.jpg"
"1778257364-107","https://www.infinit.com.uy/catalogo/hardware/infinit/","PRV-COO137","113","Enfriamiento liquido. / 1 Año de Garantía","Water Cooler Liquida DEEPCOOL LS520S Zero Dark 240mm Para Intel y Amd","","","","DEEPCOOL","Cód.",",30","","","Comprar","0","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_37392.jpg"
"1778257364-108","https://www.infinit.com.uy/catalogo/hardware/infinit/","4044951028160","114","Garantía: 1 AÑO / NUEVO","Gabinete Gamer Sharkoon Rgb Lit 200 2 Fanes 120mm Argb Hub 4 Port","-4%","NEGRO","4","SHARKOON","Cód.",",00","","","Comprar","119","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_11762.jpg"
"1778257364-109","https://www.infinit.com.uy/catalogo/hardware/infinit/","GB0211","114","Garantía: 3 AÑOS / NUEVO","Motherboard GIGABYTE B550M-K Micro Atx Socket Am4 Para Amd","-25%","","25","GIGABYTE","Cód.",",00","","","Comprar","153","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_28917.jpg"
"1778257364-110","https://www.infinit.com.uy/catalogo/hardware/infinit/","4044951038244","114","Garantía: 1 AÑO / NUEVO","Gabinete Gamer SHARKOON REBEL C50 Rgb + 4 Fanes Rgb 120mm Lateral Vidrio Templado","-10%","NEGRO","10","SHARKOON","Cód.",",00","","","Comprar","127","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_31056.jpg"
"1778257364-111","https://www.infinit.com.uy/catalogo/hardware/infinit/","4044951038251","114","Garantía: 1 AÑO / NUEVO","Gabinete Gamer SHARKOON REBEL C50 Rgb + 4 Fanes Rgb 120mm Lateral Vidrio Templado","-10%","BLANCO","10","SHARKOON","Cód.",",00","","","Comprar","127","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_31651.jpg"
